,Name,Coordinates,Longitude,Latitude
351,AGARZAGA,"-6.882608642,31.21876174,0",-6.882608642,31.21876174
352,ASSAISS,"-7.609851014,30.57216873,0",-7.609851014,30.57216873
353,TINIDER,"-7.666679065,30.61749972,0",-7.666679065,30.61749972
354,IMOUZZAR,"-7.384296298,31.32519478,0",-7.384296298,31.32519478
355,GHASSAT,"-8.335186603,30.99921225,0",-8.335186603,30.99921225
356,IMOULDIGHENE,"-7.959453166,30.95113726,0",-7.959453166,30.95113726
357,,"-7.527966123,30.61390767,0",-7.527966123,30.61390767
358,AIT TOUMERT,"-6.243369405,31.41574114,0",-6.243369405,31.41574114
359,IGUENTOURNE,"-8.938717662,30.6912082,0",-8.938717662,30.6912082
360,AMAGDOUL,"-8.925222424,30.66929851,0",-8.925222424,30.66929851
361,TIMSSALE,"-6.694552474,31.23457144,0",-6.694552474,31.23457144
362,TAGADIRTE AIT WAHI,"-7.947583505,30.9210867,0",-7.947583505,30.9210867
363,TAGHIYA,"-6.808894536,31.26166383,0",-6.808894536,31.26166383
364,TIGLIANE,"-8.89478025,30.72539073,0",-8.89478025,30.72539073
365,TAGADIRET,"-8.886693656,30.72955695,0",-8.886693656,30.72955695
366,TAGNIT,"-8.199316694,30.87943334,0",-8.199316694,30.87943334
367,ASGAWR,"-7.756406851,30.71787208,0",-7.756406851,30.71787208
368,AIT TABOU LMANTE,"-5.864282929,31.68225821,0",-5.864282929,31.68225821
369,AIT TAFKIRTE,"-5.799661316,31.74693731,0",-5.799661316,31.74693731
370,TAWRIRT,"-8.203877152,30.88183484,0",-8.203877152,30.88183484
371,TILIOUINE,"-6.987594943,31.25630831,0",-6.987594943,31.25630831
372,AGDIME,"-6.853643978,31.30609377,0",-6.853643978,31.30609377
373,EL HOUANTE,"-6.85985786,31.2648211,0",-6.85985786,31.2648211
374,ZAOUTE,"-7.945659986,30.97287352,0",-7.945659986,30.97287352
375,TAMMASTE,"-7.662227195,31.05596146,0",-7.662227195,31.05596146
376,AIT BEN HAMMOU,"-5.89440563,31.57443673,0",-5.89440563,31.57443673
377,AWFOUR,"-8.848306639,30.75556169,0",-8.848306639,30.75556169
378,WALLOUSS,"-7.764813203,30.75665998,0",-7.764813203,30.75665998
379,,"-5.800934219,31.74152475,0",-5.800934219,31.74152475
380,TASSALLATE,"-7.627445074,31.3775513,0",-7.627445074,31.3775513
381,IKAMACHENE,"-8.881199254,30.72921941,0",-8.881199254,30.72921941
382,AGHALLA,"-7.8837366,30.89122112,0",-7.8837366,30.89122112
383,TANAJMCHT,"-8.151772777,30.85684235,0",-8.151772777,30.85684235
384,AIT DAOUD,"-6.26684104,31.40875615,0",-6.26684104,31.40875615
385,AMSKARE-ELTHTANI,"-6.230746416,31.4875726,0",-6.230746416,31.4875726
386,TAGHZOUTE,"-5.809855758,31.72648804,0",-5.809855758,31.72648804
387,ZAOUIAT SIDI IDDAR,"-7.69174931,31.06980356,0",-7.69174931,31.06980356
388,TAMGUIMGANTE,"-7.381864596,31.34207263,0",-7.381864596,31.34207263
389,IMIDER,"-6.686775913,31.21099313,0",-6.686775913,31.21099313
390,EL KERRAKER,"-8.454871666,30.68850249,0",-8.454871666,30.68850249
391,TAMDDAKHTE,"-7.144840326,31.08841797,0",-7.144840326,31.08841797
392,ASKAWN,"-7.78182368,30.74016769,0",-7.78182368,30.74016769
393,IMAGHOUDENEJ,"-7.682126165,31.06082178,0",-7.682126165,31.06082178
394,BAAKADE,"-7.685716157,31.05355428,0",-7.685716157,31.05355428
395,ANSSGHA,"-7.199113119,31.13741376,0",-7.199113119,31.13741376
396,SDIW,"-8.235739081,30.81751283,0",-8.235739081,30.81751283
397,AOUZLIDA,"-8.908769399,30.71410763,0",-8.908769399,30.71410763
398,TANOUZAKTE,"-8.819116057,30.9100969,0",-8.819116057,30.9100969
399,TANDILTE,"-8.007614533,30.85936924,0",-8.007614533,30.85936924
400,TIZGUI NIBARAGHNE,"-7.945922161,30.90710765,0",-7.945922161,30.90710765
401,ANMITERE,"-7.904631515,30.99124262,0",-7.904631515,30.99124262
402,AIT SAWAL,"-8.197984999,30.88738233,0",-8.197984999,30.88738233
403,BOUGADIR,"-8.630610581,30.70615098,0",-8.630610581,30.70615098
404,MEZDOURT,"-7.800690578,30.71758595,0",-7.800690578,30.71758595
405,TIFKILTE,"-7.921046416,30.88452468,0",-7.921046416,30.88452468
406,TAZIRTE,"-8.775818842,30.87767967,0",-8.775818842,30.87767967
407,TESSFFEDRARTE,"-7.645428403,30.57160162,0",-7.645428403,30.57160162
408,AIT AICHT,"-7.621116272,30.55955648,0",-7.621116272,30.55955648
409,TISSLITE,"-7.597444479,30.55429253,0",-7.597444479,30.55429253
410,FERME AIT YOUB EL AOUMARI HAJ Med,"-8.415410138,30.68949467,0",-8.415410138,30.68949467
411,IDGOU WANOUDINE,"-7.830881041,31.02212679,0",-7.830881041,31.02212679
412,AIT ABDESSLAM,"-5.808145999,31.75516944,0",-5.808145999,31.75516944
413,,"-5.802036392,31.73764392,0",-5.802036392,31.73764392
414,TIZGUINE,"-5.869412138,31.59690225,0",-5.869412138,31.59690225
415,TALMODAT,"-8.569451299,30.86561961,0",-8.569451299,30.86561961
416,AKHFERGA,"-8.832855006,30.87295993,0",-8.832855006,30.87295993
417,AIT IBOURK,"-8.327818985,30.85038146,0",-8.327818985,30.85038146
418,TAKALIT,"-8.329152945,30.84511839,0",-8.329152945,30.84511839
419,TIZIRTNOUDBDI,"-8.472046968,30.84961712,0",-8.472046968,30.84961712
420,AGUERD OURIGH,"-8.582792805,30.79763493,0",-8.582792805,30.79763493
421,TIGHINMIMT,"-8.584455427,30.79324401,0",-8.584455427,30.79324401
422,TIZA-YRHE,"-8.595599282,30.79109193,0",-8.595599282,30.79109193
423,AL KHOUMS,"-8.579016064,30.82294241,0",-8.579016064,30.82294241
424,RKAT,"-7.816862779,30.7878928,0",-7.816862779,30.7878928
425,AIT OUZAGHAR,"-7.791460939,30.81381739,0",-7.791460939,30.81381739
426,ANNOUMSSE,"-8.788839295,30.87556701,0",-8.788839295,30.87556701
427,IGHAZRA,"-8.643017916,30.74872935,0",-8.643017916,30.74872935
428,TIRAZAT,"-8.595247967,30.75262692,0",-8.595247967,30.75262692
429,IMINTFARKI,"-8.618869079,30.75029522,0",-8.618869079,30.75029522
430,AIT BELOUAH,"-8.752385605,30.65092821,0",-8.752385605,30.65092821
431,ARG,"-8.955168704,30.80643911,0",-8.955168704,30.80643911
432,TAOURIRTE IMOUCHA,"-8.867737505,30.86905652,0",-8.867737505,30.86905652
433,ASSAKA,"-8.91282953,30.8971422,0",-8.91282953,30.8971422
434,AGLAGAL,"-7.76476813,30.69129018,0",-7.76476813,30.69129018
435,AGUERD NOUDRAR,"-7.757166229,30.69023965,0",-7.757166229,30.69023965
436,TAKOUCHT,"-8.603375344,30.77826858,0",-8.603375344,30.77826858
437,TATRARAT,"-6.435979226,31.37640463,0",-6.435979226,31.37640463
438,IKOUCHOUDEN,"-7.810788121,30.77672478,0",-7.810788121,30.77672478
439,ILEMERZEN,"-7.823503006,30.80488341,0",-7.823503006,30.80488341
440,OUZLINE,"-7.28147163,31.30065138,0",-7.28147163,31.30065138
441,IGHILAN ADBDI,"-8.484478269,30.83504176,0",-8.484478269,30.83504176
442,IMI NOULAOUNE,"-6.506134637,31.37691833,0",-6.506134637,31.37691833
443,FARNAT TAOUINAKHT,"-8.485791943,30.77488045,0",-8.485791943,30.77488045
444,TINISKTE,"-8.144569317,31.113591,0",-8.144569317,31.113591
445,ADOUZ,"-8.183960487,30.86197654,0",-8.183960487,30.86197654
446,AIT YAHIA,"-8.257623929,30.84433189,0",-8.257623929,30.84433189
447,TALBOURINE,"-8.421629944,30.80069862,0",-8.421629944,30.80069862
448,AZAENE,"-8.610499678,30.70795003,0",-8.610499678,30.70795003
449,TAZELFTE,"-7.147408952,31.09841069,0",-7.147408952,31.09841069
450,AGUERD,"-8.762439227,30.77371202,0",-8.762439227,30.77371202
451,TAGANTOURTE,"-8.759656094,30.79795227,0",-8.759656094,30.79795227
452,IMOULASS,"-8.754958456,30.74281282,0",-8.754958456,30.74281282
453,TIRAKHT,"-8.755493446,30.73671007,0",-8.755493446,30.73671007
454,ASDERM,"-8.38636388,30.76145258,0",-8.38636388,30.76145258
455,OUZIGHIMT,"-8.588565128,30.77712713,0",-8.588565128,30.77712713
456,IFASFASS,"-8.63714647,30.74690271,0",-8.63714647,30.74690271
457,IGHEBLI,"-7.932619008,30.90228266,0",-7.932619008,30.90228266
458,TAGOUNSSIM,"-8.549138911,30.70883558,0",-8.549138911,30.70883558
459,IMOUREKHSANE,"-7.865672085,30.9169487,0",-7.865672085,30.9169487
460,AMGUERNIS,"-8.553794608,30.86876174,0",-8.553794608,30.86876174
461,TITBIRINE,"-8.554268198,30.86437507,0",-8.554268198,30.86437507
462,AGARDE,"-8.182037107,31.1332386,0",-8.182037107,31.1332386
463,AIT AMLOUCHE,"-5.811800541,31.74495977,0",-5.811800541,31.74495977
464,AIT OUAATIK,"-5.800731952,31.75635665,0",-5.800731952,31.75635665
465,IFRANE,"-8.820574903,30.75352712,0",-8.820574903,30.75352712
466,,"-8.766850821,30.72686082,0",-8.766850821,30.72686082
467,AGUERD OUSGUINE,"-8.767145739,30.73643085,0",-8.767145739,30.73643085
468,TAMSOULT,"-7.942552746,30.96699576,0",-7.942552746,30.96699576
469,TASSOUANTE,"-7.937216627,30.97408784,0",-7.937216627,30.97408784
470,ALMDAD,"-8.310710124,30.76448039,0",-8.310710124,30.76448039
471,TAMIJARCHT,"-8.302608514,30.7914501,0",-8.302608514,30.7914501
472,AMGHAZ,"-8.317951789,30.77429776,0",-8.317951789,30.77429776
473,AIT OUMGHAR,"-8.884564933,30.73201756,0",-8.884564933,30.73201756
474,TANZINRIT,"-8.513195119,30.75180242,0",-8.513195119,30.75180242
475,,"-8.541490603,30.7364508,0",-8.541490603,30.7364508
476,IGOURZANE,"-7.818114538,30.81078939,0",-7.818114538,30.81078939
477,TIRKNIT,"-8.45009892,30.82258425,0",-8.45009892,30.82258425
478,BUREAU DES EAUX ET FORETS,"-8.4455527,30.68231957,0",-8.4455527,30.68231957
479,FERMAT EL FASSI PRES DU DOUAR OULAD AMRANE,"-8.452421991,30.66732962,0",-8.452421991,30.66732962
480,TALMOUDAAT,"-7.806956411,30.89324192,0",-7.806956411,30.89324192
481,TIZGUI,"-7.806830274,30.90103568,0",-7.806830274,30.90103568
482,ZAOUIAT BOU INCHIBIKENE,"-8.54941558,30.70032408,0",-8.54941558,30.70032408
483,INDARMASS,"-8.54220451,30.7221921,0",-8.54220451,30.7221921
484,TIKFELT,"-8.722743606,30.76342809,0",-8.722743606,30.76342809
485,IDWAMGHAR,"-7.820295831,30.80721099,0",-7.820295831,30.80721099
486,TARGA,"-7.932835889,30.97202419,0",-7.932835889,30.97202419
487,AZAR,"-8.965981567,30.8325616,0",-8.965981567,30.8325616
488,AMSKRAR,"-8.344054924,30.82712525,0",-8.344054924,30.82712525
489,,"-8.648334951,30.68129831,0",-8.648334951,30.68129831
490,WAWARG,"-7.923174319,30.98241656,0",-7.923174319,30.98241656
491,TISSWAIK,"-7.730897189,30.8234764,0",-7.730897189,30.8234764
492,AGDZ,"-7.815615943,30.74139918,0",-7.815615943,30.74139918
493,AIT TOUGDA,"-7.790395185,30.80279245,0",-7.790395185,30.80279245
494,AIT TIYOUGA,"-8.393363749,30.84861434,0",-8.393363749,30.84861434
495,TADMANTE,"-7.784747386,30.76229142,0",-7.784747386,30.76229142
496,TALMERSELTE,"-7.813176069,31.00818682,0",-7.813176069,31.00818682
497,IZAROUALENE,"-8.871658014,30.73576255,0",-8.871658014,30.73576255
498,ITORRA,"-8.956211539,30.7455058,0",-8.956211539,30.7455058
499,TANOUTE,"-8.834599707,30.90320047,0",-8.834599707,30.90320047
500,AIT DDYA,"-7.574460469,30.57790584,0",-7.574460469,30.57790584
501,TIMITARE,"-7.850853086,30.78919204,0",-7.850853086,30.78919204
502,AIT HAMMOU,"-5.903878302,31.56838855,0",-5.903878302,31.56838855
503,TILLOUTE,"-5.85176342,31.6234145,0",-5.85176342,31.6234145
504,TAMANNOUT NOUFELLA,"-7.603880345,30.60415703,0",-7.603880345,30.60415703
505,AIT AMRANE,"-7.578220237,30.59381345,0",-7.578220237,30.59381345
506,AGOULZI,"-7.572403098,30.58983434,0",-7.572403098,30.58983434
507,AGUERD NOUZAGHAR,"-7.820739744,30.82955591,0",-7.820739744,30.82955591
508,AMAZZER,"-7.81893493,30.84133263,0",-7.81893493,30.84133263
509,AIT MERHOUCH,"-8.438238369,30.80710931,0",-8.438238369,30.80710931
510,TAGUENZA,"-8.807073414,30.87551007,0",-8.807073414,30.87551007
511,IGHIL,"-8.81733012,30.7610419,0",-8.81733012,30.7610419
512,AIT IFRANE,"-8.884265911,30.73589552,0",-8.884265911,30.73589552
513,IKISS,"-7.889390228,30.95270649,0",-7.889390228,30.95270649
514,AGADIR,"-7.8368164,31.01085191,0",-7.8368164,31.01085191
515,ILEMSSANE,"-7.836797742,30.81324563,0",-7.836797742,30.81324563
516,ID WASKIOUIDE,"-7.785849147,30.75382085,0",-7.785849147,30.75382085
517,TAWARDA,"-8.118515403,30.86703651,0",-8.118515403,30.86703651
518,TAKHAZNIT,"-8.620628211,30.77263308,0",-8.620628211,30.77263308
519,TAGOUNITE AFEKHAR,"-7.836808851,30.98972237,0",-7.836808851,30.98972237
520,AIT BEN YOUSSEF,"-8.605889427,30.66959105,0",-8.605889427,30.66959105
521,AKOUCHTIM,"-7.735235669,30.81551173,0",-7.735235669,30.81551173
522,IKACHANEN,"-8.8459234,30.93416814,0",-8.8459234,30.93416814
523,TIKCHIDERNE,"-7.766870029,31.03412592,0",-7.766870029,31.03412592
524,TALOUSTE,"-7.494700542,30.63500691,0",-7.494700542,30.63500691
525,WAWDIRNAT,"-8.431702241,30.80227715,0",-8.431702241,30.80227715
526,AMMADDANS,"-8.239451146,30.81262803,0",-8.239451146,30.81262803
527,TAMSOULTE,"-7.766640775,31.03257926,0",-7.766640775,31.03257926
528,AIT SADDEN,"-7.641380906,30.60288001,0",-7.641380906,30.60288001
529,TALAIOUNINE,"-8.754866761,30.66771507,0",-8.754866761,30.66771507
530,AIT MAADE,"-7.92230646,30.87650864,0",-7.92230646,30.87650864
531,TINSAMLAL,"-8.219098098,30.88172457,0",-8.219098098,30.88172457
532,AGNI,"-8.973937105,30.77574828,0",-8.973937105,30.77574828
533,TAMJJIRCHT,"-7.78243101,30.80973959,0",-7.78243101,30.80973959
534,ARMD,"-8.44233477,30.81919047,0",-8.44233477,30.81919047
535,AFELLA NOUZEGROUZE,"-8.027801881,30.86409957,0",-8.027801881,30.86409957
536,ARGHANE,"-8.204435538,30.88465368,0",-8.204435538,30.88465368
537,TAFILALT,"-8.976056085,30.79583021,0",-8.976056085,30.79583021
538,ADGHIGH,"-7.788831091,30.71192424,0",-7.788831091,30.71192424
539,OULAD AMER BEN ALI,"-8.513929646,30.62833394,0",-8.513929646,30.62833394
540,SIDI JAAFAR,"-6.523482797,31.26094675,0",-6.523482797,31.26094675
541,MGOUNTE,"-8.878252894,30.85004941,0",-8.878252894,30.85004941
542,AIT DAOUD,"-8.606458577,30.67650199,0",-8.606458577,30.67650199
543,BOUZOUGGAR,"-8.521814335,30.75193169,0",-8.521814335,30.75193169
544,AGOUJGALE,"-8.837669225,30.95456154,0",-8.837669225,30.95456154
545,TISSALE,"-8.626809086,30.85858292,0",-8.626809086,30.85858292
546,AMANE N-OULILI,"-8.336798501,30.76581498,0",-8.336798501,30.76581498
547,ANROZ,"-7.770804497,30.79985099,0",-7.770804497,30.79985099
548,TALMESTE,"-7.766250524,31.02173797,0",-7.766250524,31.02173797
549,OULAD AMRANE,"-8.426711211,30.67771642,0",-8.426711211,30.67771642
550,AFENSSOU,"-8.783648105,30.7070996,0",-8.783648105,30.7070996
551,MAGAT,"-8.416312875,30.85561983,0",-8.416312875,30.85561983
552,IFGHI,"-8.420335107,30.83778853,0",-8.420335107,30.83778853
553,AGUELMOUSSE,"-7.407680932,31.26484514,0",-7.407680932,31.26484514
554,AMAGHLOU,"-8.658584896,30.83817677,0",-8.658584896,30.83817677
555,TAMSOULT,"-8.608230566,30.8483082,0",-8.608230566,30.8483082
556,IHERFACH,"-8.62871585,30.82780329,0",-8.62871585,30.82780329
557,AZROU,"-7.763354336,31.01832251,0",-7.763354336,31.01832251
558,TIWRAR,"-7.759653433,31.03369852,0",-7.759653433,31.03369852
559,TEZZIR,"-7.755934806,31.02288592,0",-7.755934806,31.02288592
560,TAOURIRTE NOUMZIL,"-7.751523945,31.01559477,0",-7.751523945,31.01559477
561,,"-8.447254032,30.67739793,0",-8.447254032,30.67739793
562,OULAD FARESS,"-8.455642046,30.70263469,0",-8.455642046,30.70263469
563,ASSAKA,"-7.562672188,30.60210807,0",-7.562672188,30.60210807
564,TAGMOUTE,"-8.660391396,30.83004675,0",-8.660391396,30.83004675
565,ANNEZIGH,"-8.695404924,30.82720328,0",-8.695404924,30.82720328
566,TIMLILT,"-8.114425009,30.86001307,0",-8.114425009,30.86001307
567,AMSOUZARTE,"-7.83329748,31.01584663,0",-7.83329748,31.01584663
568,BOUSNOUSS,"-8.287052391,30.84385828,0",-8.287052391,30.84385828
569,BARKOUSSE,"-8.818105714,30.95152313,0",-8.818105714,30.95152313
570,AIT SAID,"-8.76977872,30.65467345,0",-8.76977872,30.65467345
571,TIGANZIOUINE,"-8.67032237,30.76594085,0",-8.67032237,30.76594085
572,AZGOUR,"-7.65942489,30.5451051,0",-7.65942489,30.5451051
573,AIT TACHRIFT,"-8.109758686,30.8643923,0",-8.109758686,30.8643923
574,AGADIRANE,"-8.066177132,30.89795236,0",-8.066177132,30.89795236
575,TAMADGHOUST,"-8.1561478,30.90891373,0",-8.1561478,30.90891373
576,IZAMRANE,"-8.133006882,30.86020781,0",-8.133006882,30.86020781
577,TIZQUI,"-8.140647061,30.88007341,0",-8.140647061,30.88007341
578,TASQUINT,"-8.682200392,30.7522616,0",-8.682200392,30.7522616
579,ABOUZIANE,"-8.508182197,30.78750081,0",-8.508182197,30.78750081
580,TIMGDAL,"-7.802959254,30.86064181,0",-7.802959254,30.86064181
581,ISWAL,"-7.753452728,31.0200754,0",-7.753452728,31.0200754
582,SINS,"-8.53704677,30.69877031,0",-8.53704677,30.69877031
583,AMECHTAKATE,"-8.753106931,30.77948216,0",-8.753106931,30.77948216
584,IFRI,"-7.793674698,30.75010439,0",-7.793674698,30.75010439
585,TIZLIYI,"-7.784529801,30.75683148,0",-7.784529801,30.75683148
586,TANFACHET,"-8.825767728,30.72640329,0",-8.825767728,30.72640329
587,AIT OUABDI,"-8.343358005,30.81060241,0",-8.343358005,30.81060241
588,AGUERSAFN,"-8.424566874,30.8032225,0",-8.424566874,30.8032225
589,AZROU TAOUINAKHT,"-8.485829954,30.78574688,0",-8.485829954,30.78574688
590,BOUTIZI,"-7.780092278,30.79674692,0",-7.780092278,30.79674692
591,IGOUMRANE,"-7.776318736,30.82277249,0",-7.776318736,30.82277249
592,ID LAHCEN OUALI,"-7.76714927,30.81895777,0",-7.76714927,30.81895777
593,,"-8.482902784,30.78232238,0",-8.482902784,30.78232238
594,TANMAGUELTE,"-7.975941326,30.86228443,0",-7.975941326,30.86228443
595,TIZZIRT,"-8.820204161,30.73000633,0",-8.820204161,30.73000633
596,,"-8.430659189,30.75048344,0",-8.430659189,30.75048344
597,ID MARMOUCH,"-7.817390616,30.77992918,0",-7.817390616,30.77992918
598,ICHABBANE,"-8.675853893,30.61821068,0",-8.675853893,30.61821068
599,IKHFUSS,"-8.394759971,30.84062527,0",-8.394759971,30.84062527
600,ALAGOU,"-8.399095217,30.83773104,0",-8.399095217,30.83773104
601,AIT YOUSSEF,"-8.444322551,30.76733788,0",-8.444322551,30.76733788
602,EL HANOUANE,"-8.801155132,30.65572313,0",-8.801155132,30.65572313
603,BOUYAKHFAOUN,"-8.515377795,30.75483048,0",-8.515377795,30.75483048
604,TIZKI,"-8.512932605,30.81795217,0",-8.512932605,30.81795217
605,ARG,"-7.718020039,30.57937891,0",-7.718020039,30.57937891
606,TIMZAKINE,"-7.838338816,31.03416072,0",-7.838338816,31.03416072
607,MISSOUR,"-7.84584607,31.05524786,0",-7.84584607,31.05524786
608,ASGUINE,"-8.921085631,30.88739261,0",-8.921085631,30.88739261
609,ISMIR,"-8.894599667,30.89827143,0",-8.894599667,30.89827143
610,TIOUNA,"-8.902342589,30.86009281,0",-8.902342589,30.86009281
611,TAKERKOUTE,"-8.916081213,30.85630779,0",-8.916081213,30.85630779
612,ARAZ,"-8.548686658,30.68005203,0",-8.548686658,30.68005203
613,TAGADIRT ACHBAROU,"-8.470716771,30.75026538,0",-8.470716771,30.75026538
614,AWSAGHMELT,"-8.665689532,30.85249729,0",-8.665689532,30.85249729
615,AIT AMER,"-8.666783032,30.83250784,0",-8.666783032,30.83250784
616,IDAGHASSANE,"-8.337387621,30.83577383,0",-8.337387621,30.83577383
617,IMIL LAKHNEG,"-8.526485897,30.66297172,0",-8.526485897,30.66297172
618,TAKOUCHT,"-8.095662048,30.85586059,0",-8.095662048,30.85586059
619,IRHIL,"-8.626349962,30.84606731,0",-8.626349962,30.84606731
620,IGUIANE,"-8.624447525,30.77545333,0",-8.624447525,30.77545333
621,AMANDAR,"-8.582156228,30.84614716,0",-8.582156228,30.84614716
622,AFZA,"-8.515184117,30.78607592,0",-8.515184117,30.78607592
623,TAGMOUTE,"-7.68849627,30.56813232,0",-7.68849627,30.56813232
624,TAKHFAKHT,"-8.279814304,30.8397742,0",-8.279814304,30.8397742
625,AIT MANCEUR,"-8.790533595,30.76472826,0",-8.790533595,30.76472826
626,ISSOULANE,"-8.803244945,30.74870429,0",-8.803244945,30.74870429
627,TADERT,"-8.878196512,30.70795722,0",-8.878196512,30.70795722
628,TAMSOULT,"-8.9227615,30.70459061,0",-8.9227615,30.70459061
629,AIT CHERIF,"-8.680323848,30.61295786,0",-8.680323848,30.61295786
630,TAMSOULT,"-8.766473029,30.75084415,0",-8.766473029,30.75084415
631,TIWTAGHRANE,"-7.908860179,30.96459632,0",-7.908860179,30.96459632
632,ASKAWN CENTRE,"-7.773965955,30.74185522,0",-7.773965955,30.74185522
633,TASLOUMTE,"-7.770214719,31.02791912,0",-7.770214719,31.02791912
634,ANDOSS,"-7.809892708,31.01732452,0",-7.809892708,31.01732452
635,ZAOUIAT LOUSSTA,"-8.436648261,30.74601327,0",-8.436648261,30.74601327
636,TITTALLE,"-7.718676793,30.78184553,0",-7.718676793,30.78184553
637,ID MENDIL,"-7.835546219,30.77276575,0",-7.835546219,30.77276575
638,SIDI MOUSSA,"-8.65574084,30.61707787,0",-8.65574084,30.61707787
639,AIT ADDI,"-8.37236571,30.76573876,0",-8.37236571,30.76573876
640,MANSOUR,"-7.781064836,30.85566439,0",-7.781064836,30.85566439
641,TIZQUI,"-8.78292385,30.68613287,0",-8.78292385,30.68613287
642,ANNELIF,"-8.678193037,30.84303127,0",-8.678193037,30.84303127
643,FIYIL,"-8.668380267,30.83936448,0",-8.668380267,30.83936448
644,AGHOFZLI,"-7.892100132,30.86888353,0",-7.892100132,30.86888353
645,TAWZENTE,"-7.812573623,30.75487709,0",-7.812573623,30.75487709
646,TARGANT,"-8.672761023,30.75228323,0",-8.672761023,30.75228323
647,IMLIL,"-8.689314024,30.81868353,0",-8.689314024,30.81868353
648,FALGHOUSS,"-8.665655533,30.80949405,0",-8.665655533,30.80949405
649,TAGOUNITE,"-7.828314515,31.02596595,0",-7.828314515,31.02596595
650,TAZOULT,"-7.772050068,30.78209908,0",-7.772050068,30.78209908
651,AIN AGOURAM,"-8.462579137,30.75630687,0",-8.462579137,30.75630687
652,TAWRIRT ACHBAROU,"-8.476577726,30.75586097,0",-8.476577726,30.75586097
653,IMITJAR,"-8.34454647,30.82074625,0",-8.34454647,30.82074625
654,TALA,"-7.919673976,30.89077558,0",-7.919673976,30.89077558
655,TAKATERTE,"-7.865196546,30.95303022,0",-7.865196546,30.95303022
656,AIT MAALA,"-8.421766105,30.75711824,0",-8.421766105,30.75711824
657,AMZAOUROU,"-8.678226188,30.77276148,0",-8.678226188,30.77276148
658,AIT SIDI BELLA,"-8.620717372,30.6147536,0",-8.620717372,30.6147536
659,AIT SOUMMANE,"-8.568939315,30.62039051,0",-8.568939315,30.62039051
660,OULAD SALEM,"-8.574138985,30.62325676,0",-8.574138985,30.62325676
661,AIT IGRANE,"-7.858382313,31.02145462,0",-7.858382313,31.02145462
662,TIMINOUNE,"-8.786778727,30.67291139,0",-8.786778727,30.67291139
663,TAFRAOUTENE,"-8.884398819,30.70206918,0",-8.884398819,30.70206918
664,MSSOUNA,"-8.366592985,30.80482173,0",-8.366592985,30.80482173
665,TOUKHRIBINE,"-8.374561665,30.77183516,0",-8.374561665,30.77183516
666,TAWRIRT,"-8.907718431,30.644456,0",-8.907718431,30.644456
667,AWARGOUT,"-7.733616933,30.58736359,0",-7.733616933,30.58736359
668,TINIGHASS,"-8.792157955,30.77291732,0",-8.792157955,30.77291732
669,KALTATE,"-8.794538764,30.7762237,0",-8.794538764,30.7762237
670,AIT ZAOUIT,"-8.881481003,30.66597763,0",-8.881481003,30.66597763
671,AGUERD,"-8.680682688,30.73180289,0",-8.680682688,30.73180289
672,AARABEN,"-7.757149102,30.82967621,0",-7.757149102,30.82967621
673,TAZODA,"-8.099013234,30.87663571,0",-8.099013234,30.87663571
674,ACHDIRT,"-8.095382556,30.88038706,0",-8.095382556,30.88038706
675,TASSWALT,"-7.824038402,30.96955266,0",-7.824038402,30.96955266
676,TAGOUDACHTE,"-8.296131457,30.81807404,0",-8.296131457,30.81807404
677,IFARGANNE,"-7.879158665,30.86093442,0",-7.879158665,30.86093442
678,IGHIL IAZZA,"-8.555008769,30.67704621,0",-8.555008769,30.67704621
679,IDA OUGATLLA,"-8.625588382,30.63609549,0",-8.625588382,30.63609549
680,BOURRAMDANE,"-7.887095487,30.87579489,0",-7.887095487,30.87579489
681,TIRST,"-8.28116577,30.84346661,0",-8.28116577,30.84346661
682,AIT HAMMOU,"-8.371497576,30.76823111,0",-8.371497576,30.76823111
683,AIT HADDOU,"-8.305876286,30.82247561,0",-8.305876286,30.82247561
684,TIOULI,"-8.302425784,30.81981693,0",-8.302425784,30.81981693
685,IBARZIZANE,"-8.04651615,30.86025566,0",-8.04651615,30.86025566
686,OUILZANE,"-8.28268338,30.77858023,0",-8.28268338,30.77858023
687,WAOUNZOURTE,"-7.829574456,31.00013943,0",-7.829574456,31.00013943
688,AIT ZEMMOURI,"-8.622517504,30.68355053,0",-8.622517504,30.68355053
689,TAZIAT,"-8.57827625,30.66433331,0",-8.57827625,30.66433331
690,OULAD ZEKRI,"-8.451611752,30.69857029,0",-8.451611752,30.69857029
691,AIT YASSINE,"-8.141771287,30.902215,0",-8.141771287,30.902215
692,IKRAMNIWN,"-8.121296086,30.86979666,0",-8.121296086,30.86979666
693,AFOUYIGH,"-8.149957937,30.87408138,0",-8.149957937,30.87408138
694,OUAGHARDA,"-8.70600322,30.83091852,0",-8.70600322,30.83091852
695,TAMAKADOUTE,"-8.681484332,30.80657601,0",-8.681484332,30.80657601
696,ALAGJANE,"-8.676580157,30.80331784,0",-8.676580157,30.80331784
697,TACHKNINE,"-8.672817065,30.77050005,0",-8.672817065,30.77050005
698,TAYZELTE,"-7.950665948,30.94900505,0",-7.950665948,30.94900505
699,SOUK LARBAA ASSAISS,"-7.609553631,30.57619509,0",-7.609553631,30.57619509
700,LMOUDAA,"-7.760619303,31.01607691,0",-7.760619303,31.01607691
701,TIOUGHZA,"-7.758523561,30.67107544,0",-7.758523561,30.67107544
